,title,region,number_of_rooms,quadrat,price
798,Leshohet banese me qira ne lagjen Bregu i diellit,Prishtine,2,75.0,270.0
799,Leshohet banese me qira ne Lagjen e Muhaxherve,Prishtine,2,80.0,210.0
800,Banese ( Garsoniere ) me qira ne lagjen Lakrishte,Prishtine,1,40.0,200.0
801,Leshohet banesa me qira ne lagjen Emshir,Prishtine,1,61.0,240.0
802,Leshohet banese me qira te 4 Llullat,Prishtine,2,65.0,250.0
803,Leshohet banese me qira ne lagjen Ulpiana,Prishtine,1,60.0,250.0
804,Banese komode ne lagjen Sllovenia Sporti,Prishtine,1,55.0,230.0
805,Banese me qira ne Qender 2+1,Prishtine,2,90.0,250.0
806,Leshohet banese me qira ne Aktash,Prishtine,2,90.0,300.0
807,Leshohet banese me qira ne Qender,Prishtine,1,47.0,200.0
808,Banese me qira ne Lagjen e Muhagjerve,Prishtine,1,60.0,250.0
809,Banese me qira ne lagjen Ulpiana,Prishtine,1,60.0,220.0
810,Leshohet banese me qira ne Arberi,Prishtine,1,60.0,250.0
811,Banese me qira te Sllovenia Sporti,Prishtine,1,65.0,250.0
812,Banese ( Garsoniere ) me qira ne Emshir,Prishtine,1,37.0,200.0
813,Banese me qira ne Aktash 2+1,Prishtine,2,70.0,300.0
814,Super banese me qira te Mati 1,Prishtine,1,65.0,200.0
815,Banese me qira ne lagjen Ulpiana,Prishtine,1,45.0,230.0
816,Ipet banese me qira ne Lagjen Dardania,Prishtine,2,120.0,330.0
817,Leshohet banese me qira ne Bregun e Diellit,Prishtine,2,70.0,300.0
818,Ekstra banese me qira ne Lakrishte,Prishtine,2,84.0,500.0
819,Banese me qira ne Lakrishte 2+1,Prishtine,2,97.0,200.0
820,Banese me qira ne Rrugen C,Prishtine,1,60.0,200.0
821,Banese me qira ne lagjen Dardania,Prishtine,2,70.0,300.0
822,Leshohet banese me qira te Parku i Qytetit,Prishtine,2,85.0,250.0
823,Banese ( Garsoniere ) me qira ne Dardani,Prishtine,1,40.0,220.0
824,Leshohet banese me qira ne Bregun e Dielit,Prishtine,2,89.0,300.0
825,Banese me qira ne lagjen Arberia,Prishtine,1,60.0,240.0
826,Banese me qira te 4 Llullat 2+1,Prishtine,2,65.0,250.0
827,Banese me qira ne lagjen Dardania,Prishtine,2,70.0,300.0
828,Super banes me qira,Prishtine,2,75.0,250.0
829,Banes komode me qira ne Breg te Diellit,Prishtine,1,65.0,250.0
830,Super banes me qira ne Arberi,Prishtine,1,63.0,1050.0
831,Banes me qira ne Tophane,Prishtine,1,67.0,300.0
832,Banes me qira ne Dardani 2+1,Prishtine,2,90.0,300.0
833,Banes me qira ne Mati 1 2+1,Prishtine,2,80.0,250.0
834,Banes me qira ne Qender 2+1 - kompleksi Avalla,Prishtine,2,75.0,350.0
835,Super banes me qira ne Lagje te Muhaxhereve,Prishtine,3,120.0,800.0
836,Banes komode me qira ne Breg te Diellit,Prishtine,1,45.0,200.0
837,Banes me qira te Qafa 2+1,Prishtine,2,80.0,350.0
838,Banes me qira ne Breg te Diellit 2+1,Prishtine,2,80.0,250.0
839,Super banes me qira ne Qender,Prishtine,2,90.0,400.0
840,Banes Exkluzive me qira,Prishtine,2,160.0,600.0
841,Banes (penthause) me qira,Prishtine,2,100.0,300.0
842,Banes komode me qira ne Arberi,Prishtine,1,65.0,250.0
843,Banes moderne me qira ne Breg te Diellit,Prishtine,1,70.0,250.0
844,Banes me qira ne Pejton 2+1,Prishtine,2,75.0,300.0
845,Banes moderne me qira ne Lagje te Spitalit,Prishtine,2,75.0,300.0
846,Banes moderne me qira ne Arberi,Prishtine,2,103.0,300.0
847,Banese moderne me qira ne Lakrishte,Prishtine,2,80.0,320.0
848,Super banes me qira ne Emshir,Prishtine,2,82.0,350.0
849,Super Ofere Banes me qira 1+1 _200,Prishtine,1,50.0,200.0
850,Banese komode me qira ne Emshir,Prishtine,1,50.0,220.0
851,Banes me qira te Sllovenia Sporti,Prishtine,1,65.0,260.0
852,Banes me qira ne FusheKosove e pa banuar me pare,Fushe Kosove,1,60.0,250.0
853,Banes me qira ne Lagje te Spitalit 2+1,Prishtine,2,75.0,250.0
854,Banes komode me qira ne Lagje te Spitalit,Prishtine,1,65.0,250.0
855,Banes me qira ne Lakrishte 2+1,Prishtine,2,75.0,280.0
856,Banes moderne me qira ne Tophane,Prishtine,2,75.0,300.0
857,Banes me qira ne Ulpiane,Prishtine,1,60.0,300.0
858,Banes komode me qira ne Lagje te Spitalit,Prishtine,1,68.0,250.0
859,Banes me qira te Parku i Qytetit 2+1,Prishtine,2,98.0,250.0
860,Banes komode me qira ne Breg te Diellit,Prishtine,1,65.0,250.0
861,Banes me qira te Parku i Qytetit 2+1,Prishtine,2,90.0,300.0
862,Banes me qira ne lagjen Dodona 2+1,Prishtine,2,70.0,300.0
863,Banes me qira te Qafa- kafet e vogla,Prishtine,2,90.0,250.0
864,Banes me qira ne Lakrishte 2+1 (105m2),Prishtine,2,105.0,320.0
865,Banes ekskluzive me qira ne Pejton,Prishtine,2,95.0,700.0
866,Banese moderne me qira ne Mati 1,Prishtine,2,75.0,300.0
867,Banes me qira ne Ulpiane,Prishtine,1,50.0,240.0
868,Banes ( zyre) me qira ne Mati 1,Prishtine,1,55.0,220.0
869,Banese komode me qira ne Dardani,Prishtine,1,50.0,250.0
870,Banes me qira ne Lakrishte 2+1,Prishtine,2,85.0,300.0
871,Banes me qira ne Ulpiane,Prishtine,1,50.0,250.0
872,Banes me qira mobiluar te Sllovenia Sport,Prishtine,1,65.0,200.0
873,Banes me qira te 4 Llullat,Prishtine,1,45.0,200.0
874,Banese me qira ne lagjen Lakrishte,Prishtine,1,60.0,250.0
875,Leshohet banese me qira te Qafa,Prishtine,1,50.0,300.0
876,Banese moderne me qira ne lagjen Arberia,Prishtine,1,70.0,320.0
877,Banese me qira ne lagjen Emshir,Prishtine,2,75.0,300.0
878,Leshohet banese me qira ne lagjen Dardania,Prishtine,1,40.0,200.0
879,Leshohet banese me qira ne lagjen Ulpiana,Prishtine,1,40.0,250.0
880,Banese me qira ne Lakrishte 2+1,Prishtine,2,80.0,350.0
881,Banese e re me qira ne lagjen Emshir,Prishtine,2,100.0,500.0
882,Banese me qira ne lagjen Lakrishte,Prishtine,2,65.0,350.0
883,Banese moderne me qira ne lagjen Arberia,Prishtine,1,55.0,350.0
884,Banese me qira ne lagjen Lakrishte,Prishtine,2,105.0,400.0
885,Ipet banese me qira ne lagjen Tophane,Prishtine,1,60.0,250.0
886,Ipet banese me qira ne Qender,Prishtine,2,75.0,330.0
887,Leshohet banese me qira ne lagjen Arberia,Prishtine,1,56.0,280.0
888,Leshohet banese me qira te Qafa,Prishtine,2,88.0,300.0
889,Leshohet banese me qira ne lagjen Mati 1,Prishtine,2,84.0,280.0
890,Leshohet banese me qira ne lagjen Dardania,Prishtine,1,70.0,250.0
891,Banese me qira ne lagjen Arberia_1+1,Prishtine,1,65.0,250.0
892,Banese me qira te Sllovenia Sporti,Prishtine,1,50.0,220.0
893,Leshohet banese me qira te Rruga B,Prishtine,2,89.0,400.0
894,"Banese me qira ne Rruge B, e pamobiluar",Prishtine,1,45.0,250.0
895,Banese me qira ne lagjen Dardania,Prishtine,1,42.0,170.0
896,Leshohet banese me qira ne lagjen Ulpiana,Prishtine,1,40.0,250.0
897,Banese me qira te 4 Llullat 2+1,Prishtine,2,78.0,300.0
898,Banese moderne me qira ne lagjen Lakrishte,Prishtine,2,89.0,400.0
899,Banese ( garsoniere) me qira ne Bregun i diellit,Prishtine,1,40.0,180.0
900,Banese ekskluzive me qira ne lagjen Pejton,Prishtine,2,100.0,600.0
901,Banese me qira ne Emshir,Prishtine,2,80.0,300.0
902,Banese ( Zyre ) me qira ne Ulpiane,Prishtine,3,60.0,400.0
903,Super banese me qira ne Ulpiane,Prishtine,2,85.0,500.0
904,Ofrohet banese me qira ne Dardani,Prishtine,1,70.0,250.0
905,Leshohet banese me qira ne Emshir,Prishtine,2,80.0,300.0
906,Ofrohet banese me qira ne Lakrishte,Prishtine,1,70.0,250.0
907,Leshohet banese me qira te 4 Llullat,Prishtine,3,100.0,350.0
908,Leshohet banese me qira ne Aktash,Prishtine,2,90.0,300.0
909,Super banese me qira ne Emshir,Prishtine,2,105.0,330.0
910,Banese me qira ne Ulpiane,Prishtine,1,45.0,200.0
911,Ofrohet banese me qira te Rruga B 2+1,Prishtine,2,80.0,250.0
912,Banese e re me qira ne Lagje te Spitalit,Prishtine,1,60.0,250.0
913,Ekstra banese me qira ne Lakrishte,Prishtine,2,85.0,600.0
914,Banese me qira ne Emshir,Prishtine,1,58.0,220.0
915,Banese me qira ne Lagjen e Spitalit 2+1,Prishtine,2,95.0,210.0
916,Leshohet banese me qira ne Dardani,Prishtine,1,60.0,220.0
917,Banese me qira ne Lagjen e Muhagjerve,Prishtine,2,60.0,250.0
918,Super banese me qira ne Tophane,Prishtine,2,75.0,250.0
919,Banes me qira ne Lagje te Spitalit,Prishtine,2,65.0,250.0
920,Banese me qira ne lagjen Arberia,Prishtine,1,65.0,280.0
921,Super Banese me Qira ne Arberi,Prishtine,2,90.0,400.0
922,Ofrohet banese me qira ne lagjen Arberia,Prishtine,1,65.0,330.0
923,Super banese me qira ne Arberi 3+1,Prishtine,3,130.0,500.0
924,Super banese me qira ne Arberi 2+1,Prishtine,2,96.0,350.0
925,Banese me qira ne Lagjen e Muhagjerve,Prishtine,1,43.0,200.0
926,Ofrohet banese me qira ne Qender 2+1,Prishtine,2,80.0,280.0
927,Banese me qira ne lagjen Dardania,Prishtine,2,70.0,300.0
928,Banes me qira ne Lakrishte 2+1,Prishtine,2,80.0,270.0
929,Banes me qira 2+1,Prishtine,2,77.0,220.0
930,Banes me qira ne Breg te Diellit Kompleksi Famis,Prishtine,2,75.0,300.0
931,Banes me qira ne Qender-Grandi,Prishtine,1,55.0,350.0
932,Banes me qira ne Ulpiane 2+1,Prishtine,2,70.0,320.0
933,Banes komode ne Tophane,Prishtine,1,65.0,230.0
934,Banes komode me qira te Sllovenia Sporti,Prishtine,1,65.0,250.0
935,Banes me qira te Qafa,Prishtine,1,65.0,250.0
936,Super banes me qira ne Arberi,Prishtine,3,110.0,400.0
937,Banes me qira ne Emshir 2+1,Prishtine,2,86.0,250.0
938,Super banes me qira,Prishtine,2,80.0,500.0
939,Banes komode me qira,Prishtine,1,65.0,230.0
940,Banese moderne me qira ne Tophane,Prishtine,2,75.0,300.0
941,Banes me qira ne Arberi - Komuna e Re,Prishtine,1,65.0,250.0
942,SUPER Banese me qera Royal_Termokos,Prishtine,1,65.0,280.0
943,Super Banes me qira ne Fushe Kosove,Prishtine,2,104.0,550.0
944,Banes me qira ne Qender 2+1,Prishtine,2,80.0,350.0
945,Banes me qira ne Breg te Diellit,Prishtine,2,90.0,200.0
946,Banes me qira ne Lakrishte 2+1,Prishtine,2,75.0,300.0
947,Banes komode me qira ne Emshir,Prishtine,1,65.0,300.0
948,Banes me qira te Shkolla Sami Frasheri,Prishtine,2,85.0,380.0
949,Banes komode me qira ne Mati 1,Prishtine,1,45.0,200.0
950,Super banes me qira ne Breg te Diellit,Prishtine,2,120.0,500.0
951,Banese me qira ne Qender afer shkolles Elena Gjika,Prishtine,3,100.0,300.0
952,Banes me qira ne Qender 2+1,Prishtine,2,75.0,250.0
953,Banes komode me qira ne Arberi,Prishtine,1,65.0,300.0
954,Banes me qira ne Lagje te Muhaxhereve- Hotel Afa,Prishtine,2,80.0,300.0
955,Banese me qira te Sllovenia Sporti_Hotel Sirius,Prishtine,2,70.0,350.0
956,Banes komode me qira ne lagjen Dardania,Prishtine,1,65.0,250.0
957,Super Banes me qira kompleksi Tregtia,Prishtine,1,65.0,250.0
958,Banes moderne me qira ne Emshir,Prishtine,1,50.0,230.0
959,Banes moderne me qira ne Lakrishte,Prishtine,2,85.0,320.0
960,Banes me qira te Qafa 2+1,Prishtine,2,76.0,280.0
961,Banes komode me qira ne Breg te Diellit- Fakulteti Teknik,Prishtine,1,65.0,300.0
962,Super banes me qira ne Breg te Diellit,Prishtine,2,75.0,350.0
963,Banes me qira te Sllovenia Sporti 2+1,Prishtine,2,70.0,350.0
964,Banes moderne me qira ne Arberi,Prishtine,2,80.0,400.0
965,Banes me qira ne Mati 1 2+1,Prishtine,2,75.0,350.0
966,Banes me qira ne Tasligje,Prishtine,2,70.0,200.0
967,Banes me qira ne Dardani 2+1,Prishtine,2,75.0,250.0
968,Banes me qira ne Breg te Diellit 2+1,Prishtine,2,90.0,350.0
969,Banes me qira ne Breg te Diellit te Furra Qerimi,Prishtine,2,100.0,300.0
970,Banes komode me qira ne Breg te Diellit,Prishtine,1,45.0,200.0
971,Extra banes me qira ne Arberi me garazh,Prishtine,1,65.0,350.0
972,Banes me qira ne Ulpiane,Prishtine,1,65.0,300.0
973,Banes me qira ne Tokbashqe,Prishtine,1,67.0,230.0
974,Banes me qira ne Tophane ndertim i ri,Prishtine,1,60.0,250.0
975,Banes me qira ne Ulpiane per zyre,Prishtine,2,65.0,300.0
976,Banes me qira ne Lagje te Muhaxhereve,Prishtine,1,40.0,200.0
977,Banes me qira ne Breg te Diellit kompleski Dafina,Prishtine,1,45.0,250.0
978,Leshohet banese me qira te Qafa,Prishtine,2,80.0,400.0
979,Leshohet banese ( garsoniere ) me qira ne Qender,Prishtine,1,35.0,200.0
980,Super banese me qira ne lagjen Arberia,Prishtine,3,116.0,600.0
981,Ipet banese me qira ne lagjen Ulpiana,Prishtine,2,65.0,350.0
982,Banese me qira ne lagjen Emshir,Prishtine,2,82.0,300.0
983,Leshohet banese me qira te Qafa,Prishtine,2,80.0,300.0
984,Banese e re me qira ne Breg te Diellit,Prishtine,1,65.0,280.0
985,Super banese me qira ne lagjen Bregu i diellit,Prishtine,3,106.0,300.0
986,Ekstra banese me qira ne lagjen Pejton,Prishtine,2,80.0,350.0
987,Leshohet banese me qira ne rrugen B,Prishtine,1,60.0,230.0
988,Banese luksoze me qira ne lagjen Emshir,Prishtine,1,86.0,350.0
989,Super banese me qira ne lagjen e spitalit,Prishtine,3,115.0,390.0
990,Leshohet banese me qira ne lagjen Ulpiana,Prishtine,1,40.0,250.0
991,Leshohet banese me qira ne lagjen Mati 1,Prishtine,2,83.0,350.0
992,Leshohet banese me qira ne lagjen Bregu i diellit,Prishtine,3,135.0,300.0
993,Leshohet banese me qira ne Lagje te Spitalit,Prishtine,2,80.0,300.0
994,Leshohet banese me qira ne lagjen Arberia,Prishtine,1,55.0,220.0
995,Ekstra banese me qira ne lagjen Lakrishte,Prishtine,1,67.0,350.0
996,Banese luksoze me qira ne lagjen Arberia,Prishtine,2,95.0,400.0
997,Leshohet banese me qira ne lagjen Arberia,Prishtine,2,65.0,270.0
998,Banes me qira ne lagjen Arberia tek Vip Tregtia,Prishtine,1,65.0,300.0
999,Extra banes me qira ne ARBERI,Prishtine,3,150.0,900.0
1000,Banese me qira te parku i qytetit,Prishtine,2,75.0,280.0
1001,Leshohet banese me qira ne lagjen Emshir,Prishtine,2,75.0,200.0
1002,Banese ( Garsoniere ) me qira te Sllovenia Sporti,Prishtine,1,30.0,200.0
1003,Leshohet banese me qira ne Lagjen e Spitalit,Prishtine,1,60.0,240.0
1004,Leshohet banese me qira ne Arberi,Prishtine,2,90.0,330.0
1005,Banese me qira ne Lagjen e Spitalit,Prishtine,1,58.0,230.0
1006,Banese me qira ne Qender 2+1,Prishtine,2,90.0,300.0
1007,Banese me qira te Qafa,Prishtine,1,55.0,230.0
1008,Banes me qira te Sllovenia Sporti,Prishtine,1,65.0,260.0
1009,Leshohet banese me qira ne Arberi,Prishtine,2,80.0,250.0
1010,Banese me qira ne Dardani 1+1,Prishtine,1,55.0,250.0
1011,Leshohet banese me qira ne Arberi,Prishtine,1,55.0,200.0
1012,Banese Moderne me qira ne Arberi,Prishtine,1,64.0,300.0
1013,Super banese me qira ne Arberi,Prishtine,1,57.0,250.0
1014,Banese me qira te Qafa,Prishtine,1,55.0,250.0
1015,Banese me qira ne Lagje te Spitalit,Prishtine,1,62.0,230.0
1016,Super banese me qira ne Breg te Diellit,Prishtine,1,60.0,250.0
1017,Leshohet banese me qira ne Emshir,Prishtine,2,90.0,280.0
1018,Leshohet banese ( garsoniere ) me qira ne Qender,Prishtine,1,40.0,220.0
1019,Leshohet banese me qira ne Velani,Prishtine,1,60.0,200.0
1020,Leshohet me qira super banese ne Lagje te Spitalit,Prishtine,3,110.0,400.0
1021,Super banese me qira te Mati 1,Prishtine,1,63.0,250.0
1022,Super banese me Qira te Qafa 3+1,Prishtine,3,160.0,800.0
1023,Leshohet banese me qira ne Lagjen e Spitalit,Prishtine,1,55.0,250.0
1024,Super banese me qira ne Arberi,Prishtine,1,60.0,270.0
1025,Extra Banese me qera,Prishtine,1,60.0,280.0
1026,Banes Moderne me Qira ne Qender te Extrem Pizza,Prishtine,2,61.0,550.0
1027,Banes 2 Dhomshe me Qira ne Dardani,Prishtine,2,72.0,300.0
1028,"Banes� me #qira n� lagjen Dardania, te Fellini#3408",Prishtine,2,42.0,220.0
1029,"Banes� tridhom�she me #qira n� lagjen Qender, prapa Hotel SIrius #3406",Prishtine,3,78.0,350.0
1030,"Kat� sht�pie me #qira n� lagjen Bregu i Diellit, te Xhambazt #3409",Prishtine,3,100.0,300.0
1031,"Banes� dydhom�she me #qira n� lagjen Kalabria, pran� UBT-s� #3441",Prishtine,2,62.0,280.0
1032,"Banes� kat�rdhom�she me #qira n� lagjen Bregu i Diellit, pran� Ambulant�s #3442",Prishtine,4,110.0,250.0
1033,Banese me qera ne lagjen Mati 1.,Prishtine,3,90.0,350.0
1034,Banese me qira ne Breg te Diellit 2+1,Prishtine,2,76.0,300.0
1035,Banese me qira ne Mati 1,Prishtine,2,76.0,300.0
1036,Banese me qira ne Lagje te Muhaxhereve 2+1,Prishtine,2,70.0,200.0
1037,Banese me qira ne Lagje te Spitalit 3+1,Prishtine,3,100.0,300.0
1038,Super Banese me qira ne Pejton,Prishtine,2,75.0,450.0
1039,Banese me qira ne Pejton 3+1,Prishtine,3,100.0,450.0
1040,Super Banese,Prishtine,2,75.0,300.0
1041,Banese me qira te Sllovenia Sporti_1+1,Prishtine,1,55.0,260.0
1042,Banese me qira ne lagjen Mati 1_1+1,Prishtine,1,65.0,220.0
1043,Banese me qira ne Pejton_2+1,Prishtine,2,75.0,300.0
1044,Banese me qira ne Emshir,Prishtine,1,55.0,250.0
1045,Banese me qira ne Arberi_3+1,Prishtine,3,105.0,550.0
1046,Banese me qira ne Qender_3+1,Prishtine,3,100.0,300.0
1047,Banese me qira ne Kalabri_1+1,Prishtine,1,60.0,230.0
1048,Banese me qira ne Qender te 4 Llullat,Prishtine,1,70.0,275.0
1049,Banese me qira ne Dardani_2+1,Prishtine,2,100.0,350.0
1050,BANESA ME QERA NE QENDER,Prishtine,2,40.0,170.0
1051,BANESA ME QERA NE QENDER,Prishtine,2,52.0,250.0
1052,"Banes� dydhom�she me #qira n� lagjen Kalabria, pran� UBT-s� #3454",Prishtine,2,62.0,280.0
1053,Banese me qera ne Rrugen B.,Prishtine,3,90.0,450.0
1054,Banese me qira ne lagjen Bregu i Diellit,Prishtine,2,75.0,300.0
1055,Banese me qira ne lagjen Arberia,Prishtine,1,60.0,350.0
1056,Banese me qira ne lagjen Bregu i Diellit,Prishtine,2,90.0,450.0
1057,Banese me qira ne lagjen Mati 1,Prishtine,1,56.0,350.0
1058,Banese me qira ne lagjen Bregu i Diellit,Prishtine,3,112.0,400.0
1059,Banese me qira ne lagjen Dardania 2+1,Prishtine,2,80.0,450.0
1060,Banesa me qira te Qafa,Prishtine,1,65.0,350.0
1061,Banese me qira ne lagjen Aktash_2+1,Prishtine,2,72.0,500.0
1062,Banese me qira ne lagjen Emshir_2+1,Prishtine,2,77.0,400.0
1063,Banese me qira te Qafa_2+1,Prishtine,2,70.0,500.0
1064,Banese me qira ne Rrugen C_2+1,Prishtine,2,70.0,450.0
1065,Banese me qira ne lagjen Ulpiana,Prishtine,1,40.0,250.0
